,Date Time,Actual Conductivity (ÂµS/cm),Specific Conductivity (ÂµS/cm),Salinity (psu),Resistivity (â„¦-cm),Density (g/cmÂ³),Total Dissolved Solids (mg/L),pH (pH),pH MV (mV),ORP (mV),DO (mg/L),% Saturation Oâ‚‚ (% sat),Partial Pressure Oâ‚‚ (psi),Temperature (C),External Voltage (V),Pressure (psi),Depth (m),Level: Depth to Water (m),station_id,easting,northing
16,2023-01-26 00:00:00.000,159.6928253173828,167.53543090820312,0.0885162279009819,6262.02197265625,0.9987480640411376,108.89802873134612,6.5002923011779785,24.907588958740234,230.54867553710935,3.700659513473511,39.16805648803711,1.1587624215315957,17.54912757873535,15.78600025177002,1.7627439498901367,1.4308575748443604,2.045609004592896,FPZ_04A,1383303.353,3875869.513
17,2023-01-27 00:02:00.000,161.83944702148438,169.9998779296875,0.0898558646440506,6178.96337890625,0.9987602829933168,110.49991846084596,6.560569286346436,21.60787582397461,231.3998260498047,4.026520729064941,42.05292892456055,1.2571020756042803,17.486778259277344,15.777000427246094,1.7118148803710938,1.3949577312469483,2.0814159759521487,FPZ_04A,1383303.353,3875869.513
18,2023-01-28 00:02:00.000,160.533203125,168.67601013183594,0.089143730700016,6229.24072265625,0.9987622499465942,109.63940620422365,6.502222537994385,24.7955322265625,233.2833251953125,3.977587938308716,41.3150634765625,1.241776141248958,17.472518920898438,15.777000427246094,1.7142562866210938,1.3967411979675293,2.079699365615845,FPZ_04A,1383303.353,3875869.513
19,2023-01-29 00:00:00.000,158.66412353515625,166.79107666015625,0.0881303548812866,6302.6220703125,0.9987657070159912,108.4141954779625,6.460563659667969,27.070045471191406,231.71929931640625,3.918491125106812,40.61712646484375,1.2231278051547032,17.448936462402344,15.767999649047852,1.7158613204956057,1.397872233581543,2.0785708007812502,FPZ_04A,1383303.353,3875869.513
20,2023-01-30 00:00:00.000,158.11077880859375,166.29690551757812,0.0878678411245346,6324.6796875,0.9987701773643494,108.09299349784852,6.444636821746826,27.937889099121094,231.29254150390625,4.017030239105225,41.79262924194336,1.2526215062024852,17.42272186279297,15.78600025177002,1.7229328155517578,1.4027744052886963,2.0735991565704346,FPZ_04A,1383303.353,3875869.513
21,2023-01-31 00:00:00.000,158.40296936035156,166.89996337890625,0.0882070139050483,6313.01318359375,0.998786211013794,108.48497599363328,6.7691650390625,10.20193099975586,234.15594482421875,5.714505672454834,59.43514633178711,1.7684654442468453,17.334518432617188,15.78600025177002,1.755579948425293,1.4257946571350095,2.050645906448364,FPZ_04A,1383303.353,3875869.513
22,2023-02-01 00:00:00.000,159.68698120117188,168.33395385742188,0.0889847055077552,6262.25146484375,0.9987910985946656,109.41707342863084,6.467006206512451,26.705265045166016,240.6147003173828,4.2594170570373535,44.3434944152832,1.3238280529186766,17.310577392578125,15.812999725341797,1.751995086669922,1.423274171447754,2.05316639213562,FPZ_04A,1383303.353,3875869.513
23,2023-02-02 00:00:00.000,156.51918029785156,164.9615020751953,0.0871631577610969,6388.9931640625,0.9987878799438475,107.2249785065651,6.411982536315918,29.71172332763672,236.50198364257807,4.150575160980225,43.15520858764648,1.2908675203323388,17.320545196533203,15.795000076293944,1.7419147491455078,1.4161693725585938,2.0602534595489503,FPZ_04A,1383303.353,3875869.513
24,2023-02-03 00:02:00.000,155.41986083984375,163.91014099121094,0.0866008847951889,6434.18408203125,0.9987931847572328,106.54159635305405,6.39869499206543,30.434131622314453,235.6770477294922,4.225287914276123,44.0456428527832,1.3128223251539235,17.288040161132812,15.777000427246094,1.7516355514526367,1.423022587966919,2.053419138336182,FPZ_04A,1383303.353,3875869.513
25,2023-02-04 00:01:00.000,154.62982177734375,163.1973876953125,0.0862219110131263,6467.0576171875,0.9987993836402892,106.07830435037611,6.563872337341309,21.409988403320312,229.8024139404297,5.551067352294922,57.4537239074707,1.7157873672181734,17.251405715942383,15.803999900817873,1.750340461730957,1.422110870361328,2.054329693222046,FPZ_04A,1383303.353,3875869.513
26,2023-02-05 00:01:00.000,154.05874633789062,162.58489990234375,0.0858909785747528,6491.0302734375,0.9987986087799072,105.6801900267601,6.377150535583496,31.60715103149414,237.551025390625,4.255099296569824,43.71114349365234,1.3210377104977635,17.25438690185547,15.777000427246094,1.7516107559204102,1.423003984451294,2.05343657913208,FPZ_04A,1383303.353,3875869.513
27,2023-02-06 00:00:00.000,153.04534912109375,161.55545043945312,0.0853374376893043,6534.01123046875,0.9988003373146056,105.01104593276978,6.361757755279541,32.44638442993164,235.20021057128903,4.324550151824951,44.98479080200195,1.3418704182244203,17.242094039916992,15.777000427246094,1.7557249069213867,1.4258952323913574,2.0505440231323244,FPZ_04A,1383303.353,3875869.513
28,2023-02-07 00:00:00.000,152.530029296875,161.00596618652344,0.0850407555699348,6556.0859375,0.9987998008728028,104.65388000011444,6.353160381317139,32.91606903076172,233.094970703125,4.330602169036865,44.94776153564453,1.3437578899878315,17.243791580200195,15.777000427246094,1.7361421585083008,1.4121284854888916,2.0643119327545167,FPZ_04A,1383303.353,3875869.513
29,2023-02-08 00:00:00.000,151.78907775878906,160.3108367919922,0.0846697837114334,6588.08935546875,0.9988042712211608,104.2020469903946,6.3450703620910645,33.354759216308594,233.51698303222656,4.333484649658203,44.798282623291016,1.343925924249089,17.216875076293945,15.795000076293944,1.7298669815063477,1.4077018661499023,2.068723872756958,FPZ_04A,1383303.353,3875869.513
30,2023-02-09 00:00:00.000,151.1384735107422,159.67230224609375,0.0843275934457779,6616.44921875,0.998806655406952,103.78699749708176,6.338007926940918,33.73861312866211,233.1259765625,4.325911045074463,44.76124572753906,1.3412211480015992,17.201784133911133,15.758999824523926,1.726144790649414,1.4050996994018556,2.0713408641815185,FPZ_04A,1383303.353,3875869.513
